,Shots,Goals,Takeaways,Hits,Blocked Shots,Giveaways,Missed Shots,Penalities,#Won Faceoffs,HoA_away,HoA_home,startRinkSide_left,startRinkSide_right
17007,11.0,0.0,2.0,8.0,5.0,2.0,5.0,1.0,9.0,1,0,1,0
17008,9.0,1.0,3.0,9.0,5.0,8.0,2.0,1.0,7.0,0,1,1,0
17009,7.0,0.0,0.0,5.0,4.0,1.0,5.0,1.0,8.0,1,0,1,0
17010,14.0,0.0,1.0,11.0,5.0,1.0,5.0,0.0,8.0,0,1,1,0
17011,7.0,0.0,2.0,10.0,3.0,3.0,4.0,1.0,13.0,1,0,1,0
17012,7.0,2.0,1.0,5.0,5.0,1.0,5.0,2.0,8.0,0,1,1,0
17013,17.0,0.0,3.0,4.0,5.0,3.0,4.0,0.0,7.0,1,0,1,0
17014,13.0,2.0,2.0,14.0,6.0,2.0,4.0,0.0,8.0,0,1,1,0
17015,8.0,1.0,3.0,4.0,3.0,4.0,8.0,3.0,7.0,1,0,1,0
17016,6.0,2.0,4.0,6.0,4.0,2.0,5.0,4.0,10.0,0,1,1,0
17017,9.0,0.0,3.0,21.0,7.0,0.0,1.0,1.0,11.0,1,0,1,0
17018,12.0,0.0,2.0,18.0,3.0,0.0,2.0,1.0,9.0,0,1,1,0
17019,12.0,0.0,5.0,15.0,2.0,1.0,2.0,0.0,11.0,1,0,0,1
17020,7.0,1.0,7.0,20.0,9.0,9.0,2.0,0.0,5.0,0,1,0,1
17021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
17022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
17023,7.0,2.0,0.0,12.0,7.0,4.0,4.0,2.0,10.0,1,0,1,0
17024,8.0,2.0,3.0,8.0,5.0,5.0,5.0,1.0,14.0,0,1,1,0
17025,12.0,1.0,2.0,5.0,2.0,3.0,7.0,1.0,9.0,1,0,0,1
17026,9.0,2.0,1.0,7.0,6.0,4.0,6.0,2.0,6.0,0,1,0,1
17027,11.0,0.0,2.0,10.0,2.0,1.0,6.0,1.0,14.0,1,0,1,0
17028,11.0,0.0,4.0,10.0,3.0,4.0,1.0,3.0,6.0,0,1,1,0
17029,8.0,1.0,2.0,6.0,2.0,4.0,5.0,2.0,11.0,1,0,1,0
17030,13.0,1.0,0.0,5.0,6.0,1.0,2.0,1.0,11.0,0,1,1,0
17031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
17032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
17033,3.0,3.0,1.0,10.0,3.0,0.0,2.0,3.0,11.0,1,0,0,1
17034,7.0,4.0,5.0,9.0,6.0,1.0,4.0,2.0,11.0,0,1,0,1
17035,5.0,1.0,1.0,7.0,6.0,1.0,9.0,2.0,13.0,1,0,1,0
17036,10.0,0.0,7.0,5.0,9.0,5.0,4.0,2.0,7.0,0,1,1,0
17037,7.0,1.0,4.0,10.0,1.0,4.0,1.0,1.0,12.0,1,0,0,1
17038,5.0,1.0,4.0,2.0,5.0,4.0,1.0,3.0,4.0,0,1,0,1
17039,7.0,0.0,0.0,13.0,2.0,1.0,4.0,4.0,8.0,1,0,1,0
17040,10.0,1.0,1.0,8.0,4.0,2.0,3.0,3.0,13.0,0,1,1,0
17041,9.0,0.0,1.0,7.0,3.0,4.0,4.0,2.0,8.0,1,0,0,1
17042,11.0,0.0,9.0,6.0,6.0,1.0,6.0,3.0,14.0,0,1,0,1
17043,9.0,2.0,3.0,9.0,3.0,4.0,1.0,5.0,15.0,1,0,0,1
17044,9.0,0.0,7.0,9.0,3.0,5.0,6.0,4.0,7.0,0,1,0,1
17045,7.0,1.0,3.0,7.0,7.0,3.0,3.0,1.0,5.0,1,0,1,0
17046,11.0,1.0,1.0,22.0,3.0,5.0,2.0,1.0,14.0,0,1,1,0
17047,10.0,0.0,2.0,15.0,8.0,4.0,1.0,0.0,9.0,1,0,0,1
17048,10.0,1.0,1.0,9.0,4.0,7.0,5.0,1.0,13.0,0,1,0,1
17049,7.0,0.0,0.0,11.0,5.0,4.0,12.0,1.0,6.0,1,0,0,1
17050,1.0,0.0,1.0,14.0,6.0,4.0,3.0,2.0,6.0,0,1,0,1
17051,9.0,1.0,0.0,7.0,4.0,2.0,1.0,1.0,8.0,1,0,1,0
17052,7.0,0.0,3.0,5.0,7.0,4.0,3.0,1.0,7.0,0,1,1,0
17053,6.0,0.0,4.0,8.0,2.0,0.0,2.0,1.0,4.0,1,0,0,1
17054,9.0,0.0,5.0,8.0,4.0,3.0,2.0,1.0,10.0,0,1,0,1
17055,8.0,1.0,3.0,3.0,3.0,3.0,9.0,4.0,11.0,1,0,0,1
17056,4.0,1.0,3.0,3.0,6.0,5.0,5.0,3.0,9.0,0,1,0,1
17057,7.0,0.0,0.0,7.0,7.0,1.0,3.0,0.0,6.0,1,0,0,1
17058,8.0,0.0,1.0,15.0,4.0,5.0,4.0,0.0,12.0,0,1,0,1
17059,11.0,2.0,4.0,9.0,7.0,3.0,4.0,1.0,8.0,1,0,1,0
17060,13.0,1.0,4.0,9.0,2.0,3.0,3.0,1.0,14.0,0,1,1,0
17061,4.0,1.0,3.0,4.0,3.0,8.0,4.0,2.0,9.0,1,0,0,1
17062,5.0,0.0,8.0,8.0,7.0,3.0,5.0,2.0,4.0,0,1,0,1
17063,13.0,3.0,1.0,13.0,2.0,4.0,5.0,0.0,6.0,1,0,0,1
17064,7.0,0.0,5.0,5.0,6.0,4.0,3.0,1.0,8.0,0,1,0,1
17065,7.0,3.0,1.0,9.0,2.0,0.0,3.0,2.0,9.0,1,0,0,1
17066,3.0,1.0,4.0,10.0,8.0,1.0,3.0,4.0,14.0,0,1,0,1
17067,6.0,0.0,3.0,18.0,7.0,1.0,6.0,3.0,7.0,1,0,0,1
17068,10.0,2.0,3.0,8.0,8.0,5.0,4.0,1.0,16.0,0,1,0,1
17069,17.0,1.0,1.0,11.0,4.0,3.0,5.0,4.0,11.0,1,0,1,0
17070,11.0,0.0,2.0,7.0,5.0,4.0,3.0,4.0,8.0,0,1,1,0
17071,6.0,2.0,0.0,15.0,3.0,9.0,5.0,3.0,7.0,1,0,1,0
17072,13.0,2.0,1.0,8.0,8.0,8.0,5.0,3.0,12.0,0,1,1,0
17073,9.0,0.0,3.0,3.0,7.0,4.0,6.0,3.0,4.0,1,0,0,1
17074,7.0,0.0,6.0,4.0,3.0,2.0,3.0,1.0,8.0,0,1,0,1
17075,16.0,0.0,4.0,9.0,6.0,1.0,3.0,1.0,13.0,1,0,1,0
17076,11.0,0.0,2.0,16.0,5.0,1.0,5.0,0.0,6.0,0,1,1,0
17077,13.0,0.0,3.0,9.0,6.0,2.0,5.0,2.0,8.0,1,0,1,0
17078,5.0,1.0,3.0,14.0,6.0,1.0,3.0,3.0,14.0,0,1,1,0
17079,9.0,1.0,1.0,11.0,4.0,4.0,4.0,3.0,7.0,1,0,0,1
17080,11.0,1.0,3.0,12.0,4.0,4.0,5.0,3.0,16.0,0,1,0,1
17081,12.0,0.0,2.0,5.0,4.0,5.0,4.0,1.0,2.0,1,0,0,1
17082,8.0,0.0,4.0,10.0,6.0,5.0,2.0,1.0,8.0,0,1,0,1
17083,11.0,1.0,6.0,7.0,4.0,2.0,3.0,1.0,12.0,1,0,1,0
17084,5.0,2.0,2.0,9.0,11.0,6.0,4.0,1.0,6.0,0,1,1,0
17085,10.0,1.0,3.0,8.0,2.0,0.0,1.0,3.0,6.0,1,0,0,1
17086,16.0,0.0,2.0,2.0,3.0,4.0,6.0,1.0,10.0,0,1,0,1
17087,9.0,1.0,4.0,11.0,9.0,1.0,4.0,0.0,8.0,1,0,1,0
17088,8.0,1.0,3.0,10.0,6.0,3.0,1.0,1.0,9.0,0,1,1,0
17089,9.0,1.0,4.0,7.0,4.0,1.0,6.0,2.0,7.0,1,0,0,1
17090,7.0,1.0,4.0,6.0,9.0,3.0,1.0,1.0,11.0,0,1,0,1
17091,8.0,1.0,2.0,9.0,4.0,4.0,2.0,0.0,6.0,1,0,1,0
17092,8.0,2.0,1.0,8.0,2.0,5.0,7.0,2.0,9.0,0,1,1,0
17093,8.0,1.0,3.0,7.0,3.0,3.0,6.0,2.0,10.0,1,0,1,0
17094,13.0,1.0,2.0,10.0,3.0,4.0,3.0,1.0,11.0,0,1,1,0
17095,9.0,0.0,1.0,5.0,5.0,1.0,4.0,0.0,10.0,1,0,1,0
17096,6.0,1.0,0.0,9.0,6.0,8.0,2.0,1.0,9.0,0,1,1,0
17097,12.0,1.0,2.0,11.0,4.0,4.0,3.0,2.0,8.0,1,0,1,0
17098,8.0,1.0,1.0,7.0,5.0,1.0,4.0,1.0,8.0,0,1,1,0
17099,14.0,1.0,5.0,11.0,8.0,0.0,1.0,1.0,6.0,1,0,1,0
17100,10.0,0.0,1.0,11.0,7.0,6.0,3.0,0.0,13.0,0,1,1,0
17101,5.0,0.0,3.0,17.0,6.0,4.0,3.0,2.0,4.0,1,0,1,0
17102,7.0,1.0,1.0,12.0,2.0,4.0,8.0,0.0,9.0,0,1,1,0
17103,10.0,0.0,1.0,2.0,5.0,1.0,4.0,0.0,7.0,1,0,1,0
17104,10.0,1.0,0.0,4.0,8.0,0.0,5.0,1.0,9.0,0,1,1,0
17105,6.0,1.0,0.0,12.0,5.0,9.0,4.0,1.0,9.0,1,0,1,0
17106,13.0,2.0,1.0,16.0,1.0,12.0,3.0,1.0,6.0,0,1,1,0
17107,16.0,1.0,1.0,8.0,2.0,2.0,6.0,0.0,6.0,1,0,0,1
17108,5.0,1.0,3.0,9.0,5.0,7.0,3.0,2.0,10.0,0,1,0,1
17109,10.0,0.0,3.0,9.0,4.0,4.0,3.0,1.0,11.0,1,0,1,0
17110,9.0,1.0,3.0,10.0,6.0,4.0,1.0,1.0,12.0,0,1,1,0
17111,5.0,2.0,2.0,6.0,2.0,2.0,10.0,0.0,6.0,1,0,1,0
17112,6.0,1.0,1.0,14.0,4.0,3.0,2.0,0.0,8.0,0,1,1,0
17113,10.0,0.0,4.0,6.0,4.0,2.0,2.0,1.0,4.0,1,0,1,0
17114,12.0,0.0,5.0,9.0,5.0,4.0,3.0,2.0,7.0,0,1,1,0
17115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
17116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
17117,9.0,1.0,0.0,4.0,5.0,6.0,6.0,2.0,8.0,1,0,0,1
17118,15.0,1.0,1.0,10.0,4.0,0.0,0.0,1.0,6.0,0,1,0,1
17119,16.0,1.0,0.0,5.0,1.0,2.0,4.0,1.0,7.0,1,0,0,1
17120,6.0,3.0,1.0,3.0,12.0,2.0,4.0,1.0,12.0,0,1,0,1
17121,10.0,0.0,3.0,10.0,6.0,3.0,4.0,0.0,5.0,1,0,1,0
17122,17.0,0.0,2.0,9.0,7.0,4.0,5.0,1.0,10.0,0,1,1,0
17123,12.0,1.0,4.0,16.0,4.0,0.0,0.0,2.0,6.0,1,0,1,0
17124,10.0,0.0,1.0,9.0,4.0,4.0,6.0,0.0,11.0,0,1,1,0
17125,4.0,0.0,4.0,8.0,8.0,2.0,7.0,1.0,5.0,1,0,1,0
17126,7.0,1.0,4.0,14.0,12.0,6.0,2.0,1.0,7.0,0,1,1,0
17127,8.0,0.0,2.0,11.0,3.0,1.0,4.0,1.0,11.0,1,0,0,1
17128,5.0,2.0,2.0,5.0,9.0,1.0,4.0,0.0,11.0,0,1,0,1
17129,8.0,1.0,0.0,6.0,6.0,2.0,1.0,2.0,12.0,1,0,0,1
17130,6.0,2.0,5.0,9.0,5.0,4.0,3.0,0.0,7.0,0,1,0,1
17131,8.0,1.0,2.0,9.0,7.0,4.0,5.0,1.0,14.0,1,0,1,0
17132,8.0,1.0,2.0,6.0,6.0,2.0,2.0,4.0,10.0,0,1,1,0
17133,8.0,0.0,2.0,9.0,5.0,2.0,1.0,2.0,11.0,1,0,0,1
17134,14.0,0.0,4.0,10.0,4.0,4.0,2.0,0.0,11.0,0,1,0,1
17135,15.0,1.0,3.0,14.0,4.0,0.0,5.0,3.0,13.0,1,0,0,1
17136,6.0,1.0,5.0,4.0,2.0,7.0,5.0,2.0,12.0,0,1,0,1
17137,8.0,0.0,0.0,14.0,2.0,2.0,10.0,2.0,12.0,1,0,1,0
17138,10.0,4.0,1.0,7.0,9.0,0.0,0.0,2.0,10.0,0,1,1,0
17139,13.0,0.0,3.0,10.0,3.0,2.0,6.0,1.0,9.0,1,0,1,0
17140,14.0,1.0,3.0,8.0,3.0,3.0,4.0,3.0,15.0,0,1,1,0
17141,5.0,1.0,0.0,9.0,4.0,0.0,4.0,0.0,8.0,1,0,0,1
17142,10.0,0.0,3.0,8.0,4.0,2.0,5.0,1.0,8.0,0,1,0,1
17143,11.0,1.0,2.0,8.0,2.0,2.0,7.0,1.0,7.0,1,0,0,1
17144,6.0,1.0,2.0,6.0,10.0,4.0,3.0,2.0,5.0,0,1,0,1
17145,9.0,3.0,5.0,4.0,3.0,5.0,5.0,1.0,8.0,1,0,0,1
17146,6.0,0.0,7.0,11.0,3.0,5.0,2.0,1.0,10.0,0,1,0,1
17147,8.0,1.0,2.0,8.0,0.0,4.0,1.0,2.0,13.0,1,0,0,1
17148,3.0,0.0,2.0,6.0,1.0,3.0,1.0,0.0,5.0,0,1,0,1
17149,11.0,0.0,3.0,9.0,2.0,3.0,6.0,1.0,11.0,1,0,1,0
17150,12.0,0.0,3.0,14.0,4.0,3.0,0.0,0.0,12.0,0,1,1,0
17151,8.0,1.0,2.0,6.0,5.0,1.0,4.0,1.0,8.0,1,0,0,1
17152,13.0,0.0,4.0,9.0,5.0,6.0,5.0,0.0,11.0,0,1,0,1
17153,20.0,1.0,3.0,9.0,3.0,0.0,4.0,0.0,9.0,1,0,0,1
17154,14.0,0.0,1.0,9.0,4.0,0.0,5.0,0.0,8.0,0,1,0,1
17155,11.0,1.0,1.0,15.0,3.0,2.0,0.0,0.0,7.0,1,0,1,0
17156,11.0,2.0,6.0,7.0,4.0,0.0,5.0,1.0,7.0,0,1,1,0
17157,8.0,0.0,0.0,12.0,4.0,2.0,3.0,1.0,6.0,1,0,1,0
17158,7.0,1.0,2.0,7.0,0.0,3.0,6.0,0.0,10.0,0,1,1,0
17159,11.0,1.0,1.0,9.0,4.0,0.0,4.0,2.0,6.0,1,0,1,0
17160,8.0,0.0,2.0,16.0,5.0,2.0,1.0,3.0,8.0,0,1,1,0
17161,2.0,1.0,3.0,8.0,7.0,0.0,3.0,0.0,11.0,1,0,1,0
17162,10.0,0.0,2.0,8.0,4.0,3.0,2.0,1.0,5.0,0,1,1,0
17163,10.0,1.0,1.0,10.0,2.0,3.0,5.0,1.0,9.0,1,0,0,1
17164,9.0,2.0,3.0,8.0,5.0,5.0,2.0,3.0,10.0,0,1,0,1
17165,7.0,4.0,1.0,11.0,4.0,0.0,1.0,4.0,10.0,1,0,1,0
17166,13.0,0.0,2.0,15.0,4.0,5.0,6.0,5.0,11.0,0,1,1,0
17167,15.0,0.0,5.0,7.0,2.0,2.0,7.0,2.0,8.0,1,0,0,1
17168,11.0,2.0,1.0,9.0,4.0,4.0,3.0,2.0,11.0,0,1,0,1
17169,9.0,0.0,1.0,18.0,2.0,0.0,1.0,0.0,10.0,1,0,1,0
17170,11.0,1.0,9.0,11.0,7.0,3.0,4.0,0.0,11.0,0,1,1,0
17171,7.0,0.0,4.0,9.0,5.0,6.0,3.0,2.0,7.0,1,0,0,1
17172,12.0,1.0,3.0,7.0,6.0,4.0,7.0,0.0,6.0,0,1,0,1
17173,10.0,2.0,0.0,8.0,9.0,4.0,1.0,2.0,9.0,1,0,0,1
17174,10.0,0.0,3.0,15.0,3.0,3.0,5.0,5.0,14.0,0,1,0,1
17175,11.0,0.0,0.0,11.0,4.0,4.0,6.0,0.0,8.0,1,0,1,0
17176,8.0,1.0,7.0,13.0,1.0,8.0,4.0,1.0,8.0,0,1,1,0
17177,15.0,0.0,6.0,3.0,5.0,1.0,7.0,0.0,3.0,1,0,0,1
17178,8.0,0.0,3.0,7.0,6.0,1.0,1.0,1.0,8.0,0,1,0,1
17179,11.0,0.0,1.0,7.0,6.0,3.0,6.0,1.0,5.0,1,0,1,0
17180,7.0,0.0,4.0,11.0,8.0,3.0,7.0,3.0,11.0,0,1,1,0
17181,10.0,0.0,6.0,13.0,5.0,3.0,3.0,1.0,6.0,1,0,1,0
17182,12.0,2.0,3.0,15.0,2.0,6.0,2.0,0.0,10.0,0,1,1,0
17183,8.0,1.0,3.0,2.0,1.0,0.0,2.0,3.0,14.0,1,0,0,1
17184,7.0,3.0,2.0,6.0,1.0,4.0,4.0,1.0,11.0,0,1,0,1
17185,6.0,0.0,1.0,10.0,3.0,2.0,6.0,2.0,8.0,1,0,1,0
17186,9.0,0.0,2.0,12.0,3.0,3.0,4.0,4.0,8.0,0,1,1,0
17187,13.0,1.0,1.0,11.0,8.0,6.0,0.0,1.0,8.0,1,0,1,0
17188,6.0,1.0,2.0,7.0,5.0,3.0,4.0,2.0,11.0,0,1,1,0
17189,13.0,1.0,8.0,6.0,7.0,4.0,4.0,1.0,10.0,1,0,1,0
17190,8.0,0.0,5.0,17.0,10.0,11.0,4.0,1.0,6.0,0,1,1,0
17191,6.0,0.0,2.0,11.0,1.0,4.0,2.0,2.0,7.0,1,0,1,0
17192,11.0,1.0,3.0,6.0,4.0,7.0,4.0,2.0,13.0,0,1,1,0
17193,11.0,1.0,3.0,4.0,7.0,0.0,4.0,2.0,8.0,1,0,1,0
17194,11.0,1.0,5.0,10.0,6.0,3.0,3.0,0.0,12.0,0,1,1,0
17195,7.0,0.0,1.0,7.0,4.0,4.0,5.0,3.0,10.0,1,0,1,0
17196,8.0,0.0,3.0,16.0,8.0,2.0,9.0,2.0,18.0,0,1,1,0
17197,10.0,1.0,0.0,9.0,4.0,4.0,6.0,1.0,8.0,1,0,1,0
17198,8.0,1.0,2.0,8.0,4.0,4.0,2.0,2.0,9.0,0,1,1,0
17199,7.0,1.0,1.0,11.0,7.0,1.0,2.0,1.0,6.0,1,0,0,1
17200,13.0,2.0,1.0,16.0,3.0,7.0,7.0,1.0,11.0,0,1,0,1
17201,9.0,1.0,1.0,13.0,4.0,1.0,6.0,3.0,13.0,1,0,1,0
17202,9.0,1.0,6.0,12.0,7.0,1.0,3.0,2.0,6.0,0,1,1,0
17203,8.0,0.0,0.0,7.0,4.0,0.0,4.0,2.0,9.0,1,0,1,0
17204,10.0,0.0,4.0,3.0,6.0,5.0,1.0,2.0,12.0,0,1,1,0
17205,4.0,1.0,6.0,12.0,8.0,2.0,4.0,2.0,7.0,1,0,1,0
17206,13.0,0.0,2.0,11.0,5.0,2.0,3.0,2.0,7.0,0,1,1,0
17207,9.0,0.0,0.0,5.0,8.0,7.0,3.0,4.0,11.0,1,0,1,0
17208,12.0,0.0,1.0,13.0,6.0,4.0,2.0,2.0,4.0,0,1,1,0
17209,8.0,0.0,3.0,4.0,8.0,2.0,0.0,0.0,8.0,1,0,1,0
17210,7.0,0.0,5.0,10.0,5.0,2.0,5.0,0.0,7.0,0,1,1,0
17211,5.0,1.0,0.0,8.0,5.0,3.0,3.0,0.0,11.0,1,0,0,1
17212,10.0,0.0,4.0,7.0,8.0,1.0,3.0,1.0,10.0,0,1,0,1
17213,8.0,1.0,2.0,4.0,5.0,0.0,3.0,1.0,14.0,1,0,1,0
17214,11.0,0.0,2.0,9.0,7.0,2.0,4.0,0.0,6.0,0,1,1,0
17215,4.0,1.0,2.0,8.0,4.0,4.0,3.0,1.0,12.0,1,0,1,0
17216,8.0,0.0,3.0,8.0,5.0,2.0,0.0,1.0,4.0,0,1,1,0
17217,2.0,3.0,2.0,14.0,11.0,1.0,4.0,3.0,9.0,1,0,1,0
17218,6.0,1.0,4.0,10.0,4.0,3.0,8.0,2.0,8.0,0,1,1,0
17219,6.0,1.0,2.0,7.0,5.0,2.0,2.0,1.0,7.0,1,0,1,0
17220,12.0,1.0,3.0,13.0,4.0,1.0,6.0,1.0,11.0,0,1,1,0
17221,17.0,0.0,1.0,6.0,6.0,2.0,4.0,0.0,15.0,1,0,1,0
17222,8.0,0.0,6.0,13.0,4.0,3.0,5.0,2.0,8.0,0,1,1,0
17223,6.0,2.0,1.0,12.0,5.0,1.0,1.0,3.0,14.0,1,0,0,1
17224,9.0,2.0,1.0,13.0,3.0,2.0,2.0,1.0,14.0,0,1,0,1
17225,8.0,1.0,4.0,4.0,5.0,3.0,5.0,0.0,10.0,1,0,0,1
17226,5.0,2.0,6.0,10.0,4.0,5.0,2.0,1.0,7.0,0,1,0,1
17227,7.0,0.0,3.0,5.0,3.0,2.0,3.0,4.0,8.0,1,0,1,0
17228,7.0,1.0,3.0,4.0,1.0,6.0,2.0,1.0,9.0,0,1,1,0
17229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
17230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
17231,7.0,0.0,1.0,7.0,7.0,3.0,5.0,1.0,3.0,1,0,0,1
17232,6.0,0.0,2.0,7.0,3.0,5.0,6.0,0.0,13.0,0,1,0,1
17233,9.0,0.0,3.0,7.0,3.0,3.0,2.0,1.0,8.0,1,0,0,1
17234,15.0,1.0,5.0,8.0,2.0,4.0,3.0,1.0,12.0,0,1,0,1
17235,11.0,2.0,2.0,4.0,5.0,1.0,1.0,1.0,13.0,1,0,0,1
17236,8.0,0.0,3.0,5.0,3.0,4.0,3.0,0.0,9.0,0,1,0,1
17237,12.0,3.0,3.0,6.0,3.0,1.0,5.0,0.0,11.0,1,0,1,0
17238,8.0,0.0,3.0,10.0,7.0,3.0,3.0,2.0,11.0,0,1,1,0
17239,14.0,1.0,2.0,6.0,2.0,5.0,4.0,1.0,7.0,1,0,0,1
17240,8.0,0.0,1.0,9.0,2.0,5.0,3.0,2.0,6.0,0,1,0,1
17241,8.0,0.0,0.0,12.0,2.0,1.0,4.0,6.0,11.0,1,0,1,0
17242,12.0,5.0,4.0,7.0,3.0,1.0,6.0,4.0,16.0,0,1,1,0
17243,6.0,0.0,3.0,10.0,8.0,3.0,5.0,2.0,11.0,1,0,1,0
17244,6.0,2.0,1.0,14.0,9.0,2.0,5.0,0.0,4.0,0,1,1,0
17245,8.0,1.0,0.0,9.0,6.0,1.0,3.0,1.0,10.0,1,0,1,0
17246,10.0,0.0,2.0,7.0,4.0,1.0,6.0,1.0,9.0,0,1,1,0
17247,10.0,1.0,1.0,8.0,4.0,1.0,4.0,1.0,4.0,1,0,0,1
17248,5.0,2.0,7.0,13.0,6.0,3.0,2.0,1.0,9.0,0,1,0,1
17249,5.0,2.0,3.0,10.0,4.0,7.0,4.0,0.0,8.0,1,0,0,1
17250,11.0,1.0,3.0,13.0,3.0,5.0,5.0,0.0,13.0,0,1,0,1
17251,13.0,3.0,2.0,7.0,5.0,3.0,4.0,1.0,9.0,1,0,0,1
17252,12.0,2.0,2.0,5.0,7.0,3.0,4.0,2.0,12.0,0,1,0,1
17253,8.0,1.0,5.0,8.0,5.0,0.0,1.0,1.0,14.0,1,0,1,0
17254,18.0,1.0,1.0,8.0,9.0,4.0,4.0,0.0,9.0,0,1,1,0
17255,5.0,1.0,2.0,10.0,5.0,3.0,6.0,1.0,10.0,1,0,0,1
17256,13.0,0.0,5.0,8.0,10.0,5.0,5.0,1.0,6.0,0,1,0,1
17257,8.0,1.0,0.0,12.0,7.0,4.0,4.0,4.0,6.0,1,0,0,1
17258,8.0,4.0,2.0,7.0,4.0,4.0,9.0,2.0,18.0,0,1,0,1
17259,8.0,2.0,4.0,4.0,4.0,4.0,6.0,1.0,7.0,1,0,0,1
17260,11.0,0.0,4.0,9.0,4.0,3.0,6.0,0.0,11.0,0,1,0,1
17261,6.0,0.0,3.0,7.0,8.0,1.0,1.0,1.0,8.0,1,0,1,0
17262,14.0,0.0,1.0,6.0,3.0,3.0,3.0,0.0,12.0,0,1,1,0
17263,7.0,0.0,3.0,3.0,7.0,0.0,2.0,2.0,9.0,1,0,0,1
17264,9.0,2.0,3.0,12.0,4.0,3.0,3.0,3.0,15.0,0,1,0,1
17265,6.0,1.0,0.0,6.0,5.0,0.0,4.0,2.0,7.0,1,0,0,1
17266,13.0,1.0,3.0,19.0,2.0,2.0,2.0,1.0,6.0,0,1,0,1
17267,12.0,0.0,1.0,10.0,4.0,2.0,0.0,1.0,8.0,1,0,0,1
17268,4.0,0.0,6.0,8.0,2.0,5.0,1.0,1.0,9.0,0,1,0,1
17269,6.0,0.0,1.0,8.0,7.0,1.0,1.0,2.0,11.0,1,0,0,1
17270,14.0,2.0,4.0,15.0,7.0,2.0,2.0,1.0,7.0,0,1,0,1
17271,6.0,1.0,2.0,5.0,6.0,5.0,2.0,1.0,10.0,1,0,0,1
17272,9.0,0.0,1.0,4.0,5.0,7.0,3.0,2.0,6.0,0,1,0,1
17273,9.0,1.0,1.0,10.0,7.0,4.0,5.0,1.0,11.0,1,0,0,1
17274,10.0,0.0,0.0,8.0,6.0,1.0,5.0,0.0,10.0,0,1,0,1
17275,8.0,0.0,2.0,15.0,6.0,4.0,5.0,1.0,19.0,1,0,1,0
17276,14.0,0.0,3.0,8.0,5.0,6.0,9.0,0.0,9.0,0,1,1,0
17277,8.0,0.0,3.0,13.0,7.0,1.0,4.0,1.0,8.0,1,0,1,0
17278,10.0,0.0,2.0,8.0,4.0,1.0,5.0,0.0,11.0,0,1,1,0
17279,10.0,1.0,5.0,7.0,1.0,2.0,0.0,2.0,7.0,1,0,1,0
17280,4.0,1.0,6.0,9.0,5.0,4.0,2.0,1.0,8.0,0,1,1,0
17281,14.0,0.0,3.0,6.0,3.0,4.0,3.0,0.0,7.0,1,0,0,1
17282,2.0,0.0,7.0,7.0,8.0,2.0,0.0,2.0,9.0,0,1,0,1
17283,8.0,2.0,7.0,10.0,4.0,7.0,1.0,1.0,5.0,1,0,0,1
17284,7.0,1.0,6.0,9.0,4.0,5.0,2.0,0.0,15.0,0,1,0,1
17285,9.0,0.0,2.0,13.0,2.0,0.0,1.0,4.0,5.0,1,0,0,1
17286,11.0,1.0,3.0,18.0,3.0,2.0,1.0,3.0,16.0,0,1,0,1
17287,11.0,1.0,1.0,8.0,4.0,3.0,2.0,1.0,7.0,1,0,1,0
17288,9.0,2.0,1.0,7.0,11.0,4.0,4.0,1.0,13.0,0,1,1,0
17289,2.0,2.0,2.0,6.0,9.0,4.0,2.0,1.0,12.0,1,0,1,0
17290,7.0,2.0,9.0,10.0,6.0,3.0,5.0,0.0,5.0,0,1,1,0
17291,13.0,1.0,1.0,4.0,12.0,4.0,4.0,2.0,12.0,1,0,0,1
17292,9.0,0.0,2.0,4.0,10.0,8.0,1.0,1.0,9.0,0,1,0,1
17293,8.0,1.0,1.0,6.0,2.0,3.0,6.0,0.0,12.0,1,0,0,1
17294,2.0,0.0,1.0,10.0,8.0,0.0,5.0,1.0,6.0,0,1,0,1
17295,13.0,0.0,2.0,5.0,5.0,3.0,1.0,1.0,4.0,1,0,1,0
17296,14.0,1.0,7.0,3.0,7.0,4.0,2.0,2.0,11.0,0,1,1,0
17297,6.0,2.0,0.0,10.0,7.0,4.0,1.0,1.0,7.0,1,0,0,1
17298,4.0,2.0,4.0,6.0,3.0,9.0,2.0,0.0,9.0,0,1,0,1
17299,4.0,0.0,0.0,6.0,3.0,6.0,2.0,2.0,8.0,1,0,0,1
17300,19.0,0.0,3.0,9.0,3.0,3.0,8.0,1.0,9.0,0,1,0,1
17301,12.0,3.0,1.0,8.0,9.0,5.0,2.0,1.0,14.0,1,0,0,1
17302,15.0,0.0,5.0,11.0,6.0,3.0,3.0,3.0,13.0,0,1,0,1
